id,timestamp,package_name,additional_data,research_experiment,experiment_group,letter_sound_id
20118,1744180426,ai.elimu.herufi.debug,,,,1
20119,1744180427,ai.elimu.herufi.debug,,,,2
20120,1744180429,ai.elimu.herufi.debug,,,,3
20121,1744180430,ai.elimu.herufi.debug,,,,4
20122,1745426120,ai.elimu.herufi.debug,,,,5
20123,1745426121,ai.elimu.herufi.debug,,,,6
20124,1745426122,ai.elimu.herufi.debug,,,,7
20125,1745426123,ai.elimu.herufi.debug,,,,8
20126,1745426124,ai.elimu.herufi.debug,,,,9
20127,1745426126,ai.elimu.herufi.debug,,,,10
20128,1745426128,ai.elimu.herufi.debug,,,,11
20129,1745426129,ai.elimu.herufi.debug,,,,12
20130,1745426130,ai.elimu.herufi.debug,,,,13
20131,1745426132,ai.elimu.herufi.debug,,,,14
20132,1745426134,ai.elimu.herufi.debug,,,,15
20133,1745426135,ai.elimu.herufi.debug,,,,16
20134,1745426136,ai.elimu.herufi.debug,,,,17
20135,1745426137,ai.elimu.herufi.debug,,,,19
20136,1748962331,ai.elimu.herufi.debug,,,,20
20137,1748962333,ai.elimu.herufi.debug,,,,21
20138,1748962334,ai.elimu.herufi.debug,,,,22
20139,1748962335,ai.elimu.herufi.debug,,,,23
20140,1748962336,ai.elimu.herufi.debug,,,,24
20141,1748962338,ai.elimu.herufi.debug,,,,25
20142,1748962339,ai.elimu.herufi.debug,,,,26
20143,1748962340,ai.elimu.herufi.debug,,,,27
20144,1748962341,ai.elimu.herufi.debug,,,,29
20145,1748962343,ai.elimu.herufi.debug,,,,30
20146,1748962369,ai.elimu.herufi.debug,,,,32
20147,1748962374,ai.elimu.herufi.debug,,,,33
20148,1748962391,ai.elimu.herufi.debug,,,,34
20149,1748962392,ai.elimu.herufi.debug,,,,35
20150,1749023541,ai.elimu.herufi.debug,,,,36
20151,1749023545,ai.elimu.herufi.debug,,,,37
20152,1749023547,ai.elimu.herufi.debug,,,,38
20153,1749023552,ai.elimu.herufi.debug,,,,39
20154,1749283308,ai.elimu.herufi.debug,,,,40
20155,1749566582,ai.elimu.herufi.debug,,,,1
20156,1749579070,ai.elimu.herufi.debug,,,,2
20157,1750422708,ai.elimu.herufi.debug,,0.0,0.0,1
20158,1750422709,ai.elimu.herufi.debug,,0.0,0.0,2
20159,1750422711,ai.elimu.herufi.debug,,0.0,0.0,3
20160,1750429583,ai.elimu.herufi.debug,,0.0,0.0,4
20161,1750673563,,,0.0,0.0,5
20162,1750678862,ai.elimu.herufi.debug,,0.0,0.0,6
20163,1750678863,ai.elimu.herufi.debug,,0.0,0.0,7
20164,1751271920,ai.elimu.herufi.debug,,0.0,0.0,1
